37624,0,0.04446412511408182
9836,1,0.038388685643190756
2350,2,0.0305488060958774
1635,3,0.02672709410181462
38273,4,0.024356099613675464
9707,5,0.024080123059280645
5405,6,0.022965791808866487
12042,7,0.02129961820536319
37733,8,0.021018906646129265
37639,9,0.020574765874541878
7398,10,0.019804658599798852
41305,11,0.0197707354514024
16914,12,0.01911828503492874
5613,13,0.01851205444215087
7020,14,0.017732173855127153
2726,15,0.01755991245334787
2456,16,0.01694483287433224
315,17,0.016698840319781416
25006,18,0.01632479996090519
41304,19,0.015437900517308312
41306,20,0.01503526947938183
12066,21,0.014984037796522798
5784,22,0.014953325660041261
10267,23,0.014768026069293838
9318,24,0.014732465768837688
26504,25,0.014335997346343388
30886,26,0.014070214472492903
728,27,0.013912055139341795
9901,28,0.013876178111145054
29342,29,0.013420595434926352
4817,30,0.013410772620997768
9769,31,0.013063016058173171
3207,32,0.012904950138036941
44038,33,0.012424728007018881
506,34,0.012112904627926913
4964,35,0.011750628450803657
37850,36,0.011643482827548346
21479,37,0.011371589530322579
4413,38,0.011361016881718755
10986,39,0.010981927028845817
4402,40,0.01079409440999246
10340,41,0.01070602183028968
44060,42,0.010624672271861257
11582,43,0.010566883270207605
2862,44,0.010523962990009794
5316,45,0.010519403304099284
8108,46,0.01045196442662899
7522,47,0.010444217548778334
37794,48,0.010382497522383405
7349,49,0.010322783468893815
44673,50,0.010230485040607085
37628,51,0.010230485040607085
94,52,0.009903321036483503
7293,53,0.009877232417240367
13727,54,0.00980887838945843
22042,55,0.009767620102503316
20434,56,0.009725526362158399
5728,57,0.00960363911106532
21156,58,0.00917851508068579
9837,59,0.009143513806724624
10607,60,0.009116197274658733
45,61,0.009046574773326155
35620,62,0.008898421111100285
23912,63,0.008632688417805845
6094,64,0.008563760578906732
760,65,0.008553289142276488
44619,66,0.008416922256260784
40273,67,0.008416922256260784
37642,68,0.008416922256260784
4598,69,0.008399763449674746
15755,70,0.00839395816676236
4869,71,0.008273703211021721
9921,72,0.008269608043176335
11088,73,0.008255976765220607
37633,74,0.008215633294088476
37627,75,0.008215633294088476
307,76,0.00820884510266795
10297,77,0.008111155863346653
2828,78,0.007992114819743046
425,79,0.00789839125934333
4874,80,0.007848049982895011
7771,81,0.007842989975019532
174,82,0.007781310236175121
16,83,0.00765932476248099
11083,84,0.00764963419366782
14816,85,0.007581313093732778
6237,86,0.007536344751502
4698,87,0.007529264613965303
10078,88,0.007480588131298926
7764,89,0.007460554617971238
38339,90,0.007410912419340443
785,91,0.007403999337756595
2294,92,0.007388576621276344
19035,93,0.007358006235898884
1923,94,0.007354328619146977
19652,95,0.007342289618870734
40274,96,0.007209840831608139
7489,97,0.007185941332046641
2412,98,0.007127211550475465
5211,99,0.0070854025573130475
